ano,codigo_programa,sigla_ies,nome_ies,nome_programa,grande_area,area_conhecimento,area_avaliacao,autor,titulo,nivel,palavras_chave,resumo
1989,33005010006P0,PUC/SP,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,CIÊNCIAS SOCIAIS,CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,PAREDES EUGENIA COELHO,LAROIE EXU UM ESTUDO SOBRE A UBANDA E A QUIMBANDA EM CUIABA,Doutorado,"UMBANDA                            QUIMBANDA                          MACUMBA, C","DESCRICAO COMPREENSIVA DO ESPACO DO TERREIRO DE SEUS HABITANTES, DOS AFAZERES QUE ALI TEM LUGAR PARA AFINAL, ANALISAR AS RELACOES QUE ENTRETEM A UMBANDA E A QUIMBANDA, CONFORME FOI POSSIVEL OBSERVAR EM CUIABA, ENTRE 1985 E 1989."
1989,33005010006P0,PUC/SP,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,CIÊNCIAS SOCIAIS,CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,ANDRADE CLEIDE LUGARINI DE,AS LUTAS SOCIAIS POR MORADIA NA CIDADE DE SAO PAULO: A EXPERIENCIA DE SAO MIGUEL E ERMELINO MATARAZZO,Mestrado,MOVIMENTOS POPULARES               LUTAS POR TERRA E MORADIA          CATOLICISM,"ESTE TRABALHO TEM POR OBJETIVO O ESTUDO DOS MOVIMENTOS SOCIAIS POR MORADIA NA CIDADE DE SAO PAULO. TOMANDO COMO REFERENCIA O MOVIMENTO DOS SEM TERRA DA ZONA LESTE. DISCUTE-SE AS RELACOES DESTE MOVIMENTO COM O E STADO A IGREJA CATOLICA E OS PARTIDOS POLITICOS. AS QUESTOES ESTAO SISTEMATIZADAS EM QUATRO CAPITULOS.  NO PRIMEIRO CAPITULO APRESENTAMOS ALGUNS ESTUDOS SOBRE A SITUACAO DA MORADIA EM SAO PAULO EM DIFERENTES PE RIODOS DESTE SECULO AQUI HA UM ITEM RELATIVO AO MOVIMENTO POR HABITACAO NA DECADA DE 10 COM O OBJETIVO DE IDENTIFICAR PONTOS DE SEMELHANCA ENTRE OS NOVOS E OS VELHOS MOVIMENTOS SOCIAIS EM SAO PAULO. O SEGUNDO C OS TAMBEM A RESPOSTA QUE A POPULACAO LOCAL VEM DANDO A CRISE DA MORADIA. NO TERCEIRO CAPITULO ENCONTRA-SE O ESTUDO DO MOVIMENTO DOS SEM TERRA DA ZONA LESTE II. SEUS ANTECEDENTES, FORMAS DE ORGANIZACAO, SUAS REL ACOES COM A IGREJA CATOLICA E OS PARTIDOS POLITICOS. FINALMENTE, NO QUARTO CAPITULO, APRESENTAMOS A VISAO TEM DOS MOVIMENTOS POPULARES: UMA DISCUSSAO DE COMO OS ""SEM TERRA"" DA ZONA LESTE VEEM O ESTADO NA SUA RE LACAO COM O MOVIMENTO."
1989,33005010006P0,PUC/SP,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,CIÊNCIAS SOCIAIS,CIÊNCIAS HUMANAS,SOCIOLOGIA,SOCIOLOGIA,RIBEIRO CELIA MARIA,UNIVERSIDADE SEQUESTRO E NORMALIZACAO-UMA ANALISE DA UFG ENQUANTO UMA INSTITUICAO DISCIPLINAR.,Mestrado,NORMALIZACAO                       PODER                              ADESTRATAM,"ANALISE FOUCAULTIANA DA UNIVERSIDADE FEDERAL DE GOIAS-UFG ENQUANTO UMA INSTITUICAO DISCIPLINAR. MOSTRANDO, INICIALMENTE, UMA DISCUSSAO TEORICA A CERCA DAS INSTITUICOES DISCIPLINARES E, NO SEGUNDO CAPITULO, UM B REVE HISTORICO INFORMATIVO DA INSTITUICAO. NUM TERCEIRO MOMENTO, TEM-SE UMA ANALISE DESTA UNIVERSIDADE, EVIDENCIANDO, EM TRES PERIODOS DE SUA HISTORIA, ASPECTOS DE SUA ORGANIZACAO ESPACIAL, ESTRUTURAL E FUNCION AL QUE A DEFINEM COMO UMA INSTITUICAO DISCIPLINAR. NO PRIMEIRO PERIODO (1960-1969) OS ASPECTOS ANALISADOS REVELAM UM PROJETO DE INSTITUICAO DISCIPLINAR, NO SEGUNDO (1969-1977), OBSERVA-SE A CONTINUIDADE DESSE P ESTA ANALISE APONTA PARA O TIPO DE INDIVIIDUO (OU COMPORTAMENTO) QUE ESTA INSTITUICAO TEM PRODUZIDO."
1989,25001019033P6,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,CIÊNCIA POLÍTICA,CIÊNCIAS HUMANAS,COMPORTAMENTO POLÍTICO,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,JOANILDO ALBUQUERQUE BURITY,"OS PROTESTANTES E A REVOLUCAO BRASILEIRA, 1961-1964: A CONFERENCIA DO NORDESTE.",Mestrado,PROTESTANTISMO E RELIGIAO,"IDEOLOGIA DISCURSO E RELIGIAO RELIGIAO E POLITICA CAMINHOS BRASILEIROSDO DESENVOLVIMENTO: O DISCURSO POLITICO DA ""REVOLUCAO BRASILEIRA"" DA ""SOCIEDADE RESPONSAVEL"" A ""REVOLUCAO""  O LUGAR DO PROTESTANTISMO NA CEN A  CONTEMPORANEA . A ""VANGUARDA DOS MOVIMENTOS DE REVOLUCAO"": PROTESTANTISMO E POLITICA  NO BRASIL. TEOLOGIA DA REVOLUCAO OU TEOLOGIA REVOLUCIONARIA? O DISCURSO PROTESTANTE DA REVOLUCAO BRASILEIRA. OS INTELECTU AIS NA CONFERENCIA DO NORDESTE: DE COMO SE IGNORAR O ALIADO POTENCIAL.A IDEOLOGIA COMO FALSA CONSCIENCIA ESTRUTURALISMO E FALSA CONSCIENCIA PARA ALEM DA PROBLEMATICA DA FALSA CONSCIENCIA REFLEXOES A PARTIR DA T RA. NUM PROCESSO HISTORICO EM QUE MAIS UMA VEZ PREVALECEU A VIA PASSIVA DE IMPOSICAO DA ORDEM BURQUESA NO BRASIL. ESSE PROBLEMA PODE  SER SUBIDIVIDIDO  EM ALGUMAS QUESTOES A QUE SE PROCUROU RESPONDER NO CURSO D A EXPOSICAO DO TRABALHO"
1989,33003017017P6,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,CIENCIA POLITICA,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,MARIA DA GRACA DRUCK DE FARIA,"SINDICATOS, TRABALHADORES E AS POLITICAS DE GESTAO DO TRABALHO - O CASO DOS CIRCULOS DE CONTROLE DE QUALIDADE NA REGIAO DE CAMPINAS.",Mestrado,*,"NOSSO PRINCIPAL OBJETIVO NESTE TRABALHO, ERA EXAMINAR COMO OS SINDICATOS ESTAO RESPONDENDO. AS MUDANCAS NAS POLITICAS DE GESTAO DO TRABALHO, PARTICULARMENTE, OS CIRCULOS DE CONTROLE DE QUALIDADE, PRIVILEGIANDO A DIMENSAO POLITICA DESTES PROGRAMAS PARTICIPATIVOS NO CONTESTO DAS RELACOES DE PODER QUE SAO ESTABELECIDAS AO NIVEL DE RPODUCAO.           DESENVOLVEMOS UMA PESQUISA COM BASE EM ESTUDOS DE CASO DE EMPRESAS NA REGIAO DE CAMPINAS EXAMINANDO O COMPORTAMENTO DAS EMPRESAS NA REGIAO DE CAMPINAS, EXAMINANDO O COMPORTAMENTO DAS EMPRESAS DOS TRABALHADORES E DOS SINDICATOS. POEM AO PROGRAMA MAS A PRATICA DOS SINDICATOS CONTRARIOS AO CCQ NAO TEM SE CONSTITUIDO NUM OBSTACULO A IMPLEMENTACAO DOS PROGRAMAS PARTICIPATIVOS."
1989,42001013033P4,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,CIÊNCIA  POLÍTICA,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,CARLOS SCHMIDT ARTURI,O EMPRESARIADO INDUSTRIAL E A ABERTURA POLITICA NO BRASIL (1978-1984).,Mestrado,"EMPRESARIADO INDUSTRIAL, ABERTURA POLITICA, POLITICA BRASILEIRA.","O OBJETIVO CENTRAL DA PESQUISA FOI INVESTIGAR A INTERVENCAO POLITICA DO EMPRESARIADO INDUSTRIAL NO BRASILA DURANTE O PROCESSO DE TRANSICAO CONHECIDO COMO ABERTURA POLITICA (1978-1984), ATRAVES DA ANALISE DA SUA  ARTICULACAO NO DEBATE PUBLICO SOBRE A LIBERALIZACAO POLITICA  NO PERIODO. A TECNICA DE PESQUISA UTILIZADO FOI A ANLISE DE CONTEUDO SOBRE ASMANIFESTACOES POLITICAS DO SETOR A IMPRENSA ESCRITA BEM COMO FORAM INV ESTIGADAS SUAS PRINCIPAIS ENTIDADES DE REPRESENTACAO CLASSISTAS (FIESPCNI). QUANTO AO PROCESSO DE RENOVACAO DE SUAS DIRECOES E SUA APARATIZACAO NO PERIODO FOI QUALIFICADO O NOTAVEL CRESCIMENTO DA ATUACAO POLITI"
1989,53001010025P6,UNB,UNIVERSIDADE DE BRASÍLIA,RELACOES INTERNACIONAIS,CIÊNCIAS HUMANAS,POLÍTICA INTERNACIONAL,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,FRANCISCO CLEODATO P. COELHO,A POLITICA NACIONAL DE INFORMATICA E O MEIO INTERNACIONAL,Mestrado,INFORMATICA  BRASIL MEIO INTERNACIONAL,"AS TECNOLOGIAS DE COMPUTACAO E TELECOMUNICACOES SE DESENVOLVERAM SEPARADA E ASSOCIADAMENTE NAS ULTIMAS DECADAS PROPICIANDO O SURGIMENTO DE UM TIPO DE SOCIEDADE POS-INDUSTRIAL TAMBEM CONHECIDA COMO SOCIEDADE INF ORMATIZADA. O TERMO TENTA DESIGNAR UMA SOCIEDADE QUE SE CAPACITOU PARAA PRODUCAO E USO DOS MEIOS DE TRATAMENTO AUTOMATICO DA FORMACAO, TRANSFORMANDO A PROPRIA INFORMACAO, EM FATOR PREPONDERANTE EM TERMOS ECONOM ICO, SOCIAL, POLITICO E NAS MAIS VARIADAS FACETAS DA ATIVIDADE HUMANA.LEVANDO EM CONTA QUE NOS PRINCIPAIS PAIS DESENVOLVIDOS SE TORNOU UMA REALIDADE A TRANSICAO DO ESTAGIO DE SOCIEDADE INDUSTRIAL PARA UM ESTAGI MAIS DO QUE A SOCIEDADE INDUSTRIALIZADA, A SOCIEDADE INFORMATIZADA REQUER UMA PERMANENTE INTERFACE COM O MUNDO. ESTE RELACIONAMENTO SE DA, MAIS FORTEMENTE, NOS CAMPOS POLITICO, CULTURAL, COMERCIAL, INDUSTRIAL E DA CIENCIA E TECNOLOGIA. A SOCIEDADE INFORMATIZADA NECESSITA, PORTANTO,DE UMA MAIOR INTERNACIONALIZACAO DA ECONOMIA E DE UMA INFRAESTRUTURA TECNOLOGICA CAPAZ DE DAR SUPORTE A TRANSACOES QUE PASSAM A SE EFETIVAR ENTRE OS DIVERSOS PAISES QUE ALMEJAM ATINGIR ESTE PATAMAR DE DESENVOLVIMENTO."
1989,53001010026P2,UNB,UNIVERSIDADE DE BRASÍLIA,CIENCIA POLITICA,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,JOAO CARLOS FEICHAS MARTINS,"ESTADO E COMUNICACAO POLITICA NO BRASIL MODERNO (UM DIAGNOSTICO DO CONTROLE DO ESTADO SOBRE A COMUNICACAO NO BRASIL, A PARTIR DA DECADA DE  30).",Mestrado,"ESTADO, COMUNICACAO, POLITICA.","A RELACAO ENTRE O ESTADO E A COMUNICACAO POLITICA NO BRASIL MODERNO SE ESTABELECE ATRAVES DE MECANISMOS DIRETOS E INDIRETOS DE CARATER JURIDICO, POLITICO E ECONOMICO, VISANDO A ASSEGURAR O CONSENTIMENTO DA SOCI EDADE A ATUACAO DO ESTADO COMO AGENTE CENTRAL DO PROCESSO DE MUDANCAS COM O OBJETIVO DE CONSOLIDACAO DE UM MODELO DE PRODUCAO EXPORTADOR, ACUMULADOR DE CAPITAL E DEPENDENTE. ESSA E A CONCLUSAO DESTE TRABALHO, UM DIAGNOSTICO DO CONTROLE HEMOGENICO EXERCIDO PELO ESTADO SOBRE O CONJUNTO DE MENSAGENS CIRCULANTES DO SISTEMA POLITICO E CONDICIONADORAS DE SUA ATIVIDADE, DESDE A FORMACAO D ORMULACAO DE MODELOS DE COMUNICACAO POLITICA PARA ESTUDOS COMPARATIVOS DE PAISES EM MODERNIZACAO."
1989,32001010011P2,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,CIÊNCIA POLÍTICA,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,MARIA ELIZABETH TORRES QUEIROS,A MISTICA DA VIOLENCIA,Mestrado,IRA                                MITOS RELIGIOSOS                   MODERNIZAC,UM ESTUDO DAS RAIZES SOCIAIS E RELIGIOSAS DA REVOLUCAO ISLAMICA QUE POS FIM AO GOVERNO DE REZA PAHLEVI NO IRA NA DECADA DE 1970 INSTITUINDO LI UM ESTADO TEOCRATICO           A                                  A
1989,33002010030P6,USP,UNIVERSIDADE DE SÃO PAULO,CIÊNCIA  POLÍTICA,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,LUCILA ALMEIDA NEVES DELGADO,O PTB: DO GETULISMO AO REFORMISMO,Doutorado,"GETULISMO, REFORMISMO,             PTB                                PARTIDO","ESTUDO DA FORMACAO E EVOLUCAO DO PTB, DE SUA ACAO NA ARENA POLITICA E DE SUAS VINCULACOES, DE UM LADO, COM O SISTEMA TRADICIONAL, E DE OUTRO, COM O ESTADO, DE FORMA A CAPTURAR O ESTILO PECULIAR DE ATUACAO DESSE  PARTIDO."
1989,25001019033P6,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,CIÊNCIA POLÍTICA,CIÊNCIAS HUMANAS,COMPORTAMENTO POLÍTICO,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,HEITOR COSTA LIMA DA ROCHA,"A FACE RADICAL DO PCB: EMBATE IDEOLOGICO EM PERNAMBUCP, 1961-1964.",Mestrado,EMBATE IDEOLOGICO,"O MAXIMALISMO: A UTILIDADE DO CONCEITO IDEOLOGIA E  MAXIMISMO CRITICA DA TEORIA MARXISTA O MAXIMALISMO O PERIODO POPULISTA E AS INTERPRETACOES REDUCIONIUSTA. POPULISMO UM FENOMENO COMPLEXO AS ANALISES REDUCIONI STAS. AS CAMADAS MEDIAS E O GOLPE DE 64. O NACIONALISMO O PCB E O NACIONALISMO PERNAMBUCANO E A REVOLUCO CRONICA DA ESQUERDA. O PCB E O MAXIMALISMO. DEFESA DA LINHA POPULAR-DEMOCRATICA. O GOVERNO ARRAES. ANALIS AR AS LINHAS POLITICAS DESENVOLVIDAS PELO PCB NA CENA POLITICA PERNAMBUCANA ENTRE 1961 E 1964, ENCONTRANDO AO LADO DA PORTURA ""DEMOCRATICO-POPULAR"", QUE ENTENDIA  NECESSARIA UMA ETAPA DE CONSOLIDACAO DAS INSTIT CA DAS CLASSES E POR UMA VISAO CATASTROFICA DO PROCESSO HISTORICO, CHEGOU A ACREDITAR ""FACIL E IMEDIATA"" A REVOLUCAO, E A QUE SE PROPOE ESTADISSERTACAO. DESTA MANEIRA, CONSIDERANDO ESSA CONCEPCAO RADICAL UMA LI NHA ERRADA DO PROPRIO MAXISMO-LENINISMO , E NAO UM DESVIO NA INTERPRETACAO DESSA   TEORIA, O TRABALHO REALIZA UMA REVISAO NA LITERATURA QUE,EM SUA ESMAGADORA MAIORIA, DENTIFICA UMA LINHA UNICA NA PRATICA POLITI CA DO PCB (A DEMOCRATICO-POPULAR), RESPONSABILIZANDO-A PELA DERROTA SOFRIDA PELA ESQUERDA COM O GOLPE DE 1964."
1989,53001010025P6,UNB,UNIVERSIDADE DE BRASÍLIA,RELACOES INTERNACIONAIS,CIÊNCIAS HUMANAS,POLÍTICA INTERNACIONAL,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,MANUEL A. MONTENEGRO C.M.L.DA CRUZ,A POLITICA EXTERNA COMO INSTRUMENTO DA AUTONOMIA E DESENVOLVIMENTO NACIONAIS,Mestrado,"ESTUDO COMPARADO POLITICAS EXTERNASBRASIL AMERICA LATINA, ESFORCOS DIVERSOS ESPE","O ESTUDO COMPARADO DE POLITICAS EXTERNAS E TEMA RELATIVAMENTE INEXPLORADO NO BRASIL E NA AMERICA LATINA, NAO OBSTANTE OS ESFORCOS DE DIVERSOS ESPECIALISTAS EM RELACOES INTERNACIONAIS DA REGIAO - COMO OS QUE PAR TICIPAM DO RIAL - NO SENTIDO DE APROVEITAR-LHE O POTENCIAL OU OS CHAMAMENTOS AO DESENVOLVIMENTO DESSE CAMPO DE ESTUDO QUE SE ENCONTRA NA BIBLIOGRAFIA. A PRESENTE TESE PROPOE QUE AS POLTICAS EXTERNAS DO BRASIL E DO PERU, NOS ANOS 1974-1980, SE AJUSTAM EXTREMAMENTE BEM A UM ESTUDO DE INDOLE COMPARADA QUE, ABRANGENDO OS ANTECEDENTES HISTORICOS DA SUA EVOLUCAO NO  INTERNACIONAL - CARACTERISTICA ESSENCIAL PARA PODER-SE ATINGIR UM ""PERIODO HISTORICO COERENTE"" COMO FUNDAMENTO DE COMPARACAO METODICA.     DEMAIS, A PRESENTE TESE EXAMINA AS POLITICAS EXTERNAS BRASILEIRA E PER UANA DO PERIODO COMO EXEMPLOS DE UM TIPO ESPECIFICO DE ESTRATEGIA NACIONAL QUE SE CARACTERIZA, PRINCIPALMENTE: 1. PELA TENTATIVA DE AMPLIAR O PODER E A MARGEM DE NEGOCIACAO DO ESTADO EM UM MUNDO CRESCENTEMENTE MULTIPOLAR. 2. PELA TENTATIVA, RELACIONADA A ANTERIOR, DE REDUZIR A INFLUENCIA DOS ESTADOS UNIDOS."
1989,53001010026P2,UNB,UNIVERSIDADE DE BRASÍLIA,CIENCIA POLITICA,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,HILDA SOARES BRAGA,SISTEMAS ELEITORAIS DO BRASIL (1821 - 1988).,Mestrado,"ELEICOES, MODIFICACOES, SISTEMA ELEITORAL.","PESQUISA OS SISTEMAS ELEITORAISDO BRASIL. ANALISA A LEGISLACAO ELEITO RAL DE 1821 A 1988, SUAS PRINCIPAIS CARACTERISTICAS, AS MODIFICACOES OCORRIDAS E AS CONSEQUENCIAS POLITICAS DAS MUDANCAS. DESCREVE OS VARIOS SISTEMAS ELEITORAIS QUE O BRASIL ADOTOU: O SISTEMA MAJORITARIO DE LISTAS COMPLETAS, O VOTO DISTRITAL DE UM, TRES E CINCO DEPUTADOS POR DISTRITO E O SISTEMA DE REPRESENTACAO PROPORCIONAL. CONSIDERA DOIS PRESSUPO STOS BASICOS PARA DEMOCRACIA: PARTICIPACAO E REPRESENTACAO POLITICAS. UMA FORMA DE PARTICIPACAO O DIREITO DE VOTO ERA RESTRITO E FOI AMPLIADO PROGRESSIVAMENTE; POREM, O MESMO NAO ACONTECEU EM RELACAO A REPRESEN GUNDA RELATIVA A DESPROPORCAO DO NUMERO DE CADEIRAS DOS PARTIDOS EM RELACAO AOS VOTOS OBTIDOS. AS MODIFICACOES NA LEGISLACAO ELEITORAL FORAM REALIZADAS EM NOME DO APERFEICOAMENTO DO SISTEMA ELEITORAL, MAS, NA R EALIDADE, ATENDIA AOS INTERESSES DA CLASSE DOMINANTE. A MANIPULACAO DA LEGISLACAO ELEITORAL VISANDO AO FAVORECIMENTO E A CONTINUIDADE DAQUELES QUE SE ENCONTRAM NO PODER E UMA CONSTANTE NA HISTORIA POLITICA DO B RASIL. CONCLUI QUE A SOCIEDADE SEMPRE LUTOU CONTRA OS CASUISMOS ELEITORAIS, SEJA REIVINDICANDO VOTO SECRETO, VOTO FEMININO."
1989,32001010011P2,UFMG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,CIÊNCIA POLÍTICA,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,IGNACIO JOSE GODINHO DELGADO,BURGUESIA E ESTADO - O CASO DE MINAS GERAIS: A ESTRATEGIA DE UM REVES.,Mestrado,BURGUESIA                          ESTADO                             INDUSTRIAL,"A TESE BUSCA INDICAR COMO O CAPITALISMO RETARDATARIO E DEPENDENTE CONDICIONA A PRATICA DA BURGUESIA BRASILEIRA, AFASTANDO-A DAS FORMAS CLASSCAS DO PODER BURGUES E ORIENTANDO-A PARA CANAIS DE INTERMEDIACAO DE IA NTERESSES NO PRPRIO APARELHO DE ESTADO"
1989,33002010030P6,USP,UNIVERSIDADE DE SÃO PAULO,CIÊNCIA  POLÍTICA,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,MARIA IZABEL VALLADAO DE CARVALHO,IDEOLOGIA E DISCURSO POLITICO: OS PROJETOS GOVERNAMENTAIS NO PERIODO  DE 45 A 64,Doutorado,IDEOLOGIA                          DISCURSO POLITICO                  ELITES,ESTUDO DA IDEOLOGIA DA ELITE POLITICA BRASILEIRA E DE SEU IMPACTO     SOBRE AS POLITICAS DO GOVERNO.                                        POSTULA-SE A EXISTENCIA DE UMA RELACAO ENTRE UMA IDEOLOGIA DE CONCI- LIACAO E POLITICAS GOVERNAMENTAIS VISANDO O CONTROLE POLITICO DO ES-  QUEMA DO DISCURSO.
1989,33003017017P6,UNICAMP,UNIVERSIDADE ESTADUAL DE CAMPINAS,CIENCIA POLITICA,CIÊNCIAS HUMANAS,CIÊNCIA POLÍTICA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,REGINA APARECIDA DAVALLE,A FRENTE AMPLA: UM FENONEMO DE CRISE E DESLOCAMENTO DE REPRESENTACAO.,Mestrado,POLITICO PROFISSIONAL; GOLPE DE 64 CRISE PARTIDARIA                   DESLICAMEN,"O OBJETIVO FOI EXAMINAR O ENVOLVIMENTO POLITICO DENOMINADO FRENTE AMPLA, SURGIDO EM SETEMBRO 1976, EXTINDO EM ABRIL 1968, E QUE UNIU EM SUA CUPULA POLITICOS DEPENDENCIAS TAO DIVERSASD COMO C.LACERDA, J.KUBITSCH EK E J.GOULART. TEENTAMOS CARACTERIZAR A F.A. COMO A EXPRESSAO DE UM FENOMENO DE CRISE DE REPRESENTACAO, E DESLOCAMENTO DE POLITICOS PROFISSIONAIS RUMO A REPRESENTACAO DE OUTRA CLASSE. PARTIMOS NESTE TRABALHO D A HIPOTESE DE QUE A FRENTE AMPLA TEENTOU REPRESENTAR AS ASPIRACOES DA MEDIA FREGUESIA INDUSTRIAL "" TRADICIONAL"", DESCONTENTE COM A POLITICA ECONOMICA DESENVOLVIDA PELO ESTADO MILITAR. NESTE CONTESTO, ANALISAMOS ENCIA DE POLITICOS PROFISSIONAIS, OU SEJA, DE HOMENS QUE TEM A ""POLITICA COMO PROFISSAO PRINCIPAL"", PERMITIU O DESLOCAMENTO DESTA REPRESENTACAO. SALIENTE-SE AINDA A PREOCUPACAO COM O SDISTEMA PARTIDARIO NO PERI ODO E COM A POLITICA ECONOMICA COLOCADA EM PRATICA, PELO ESTADO MILITAR. A CRIACAO DE UM MOVIMENTO DE OPOSICAO EXTRA-PARTIDARIO COMO A F.A. COMPROVA A BAIXA REPRESENTATIVIDADE DOS PARTIDOS CRIADOS PELO AI-2, E O DESCONTENTAMENTO DOS PARLAMENTARES COM A TAL SITUACAO. POR OUTRO LADO, A EXISTENCIA DE INTERESSES DE CLASSE NAO INCORPORADOS PELO ESTADO.."
1989,25001019033P6,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,CIÊNCIA POLÍTICA,CIÊNCIAS HUMANAS,COMPORTAMENTO POLÍTICO,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,FRANCISCO DE ASSIS DA SILVA,RELIGIAO E POLITICA: A RETORICA DO CATOLICISMO EM MEDELLIN E EM PUEBLA,Mestrado,CATOLICISMO                        RETORICA,"O PRESENTE TRABALHO PRETENDE SER UMA CONTRIBUICAO CIENTIFICA VALIDA PARA O FERTIL CAMPO DAS RELACOES ENTRE IGREJA E POLITICA E CONSTATADO QUE A IGREJA,  ENQUANTO ORGANIZACAO FORMAL DE CARATER RELIGIOSO, TEM EST ADO PRESENTE NOS VARIOS MOMENTOS DA HISTORIA UNIVERSAL COMO SUJEITO RELEVANTE. TANTO SUA PALAVRA COMO SUA ACAO TEM ESTADO A SERVICO, ORA DASTRANSFORMACOES SOCIAIS ORA DA CONSERVACAO DE ESTRUTURAS POLITICAS E EC ONOMICAS DAS SOCIEDADES NAIS QUAIS ELA ESTA INSERIDA. A SITUACAO POLITICA E RETORICA ENFRETADA PELA IGREJA. O PROBLEMA DE MEDELLIN. O PROBLEMA DE PUEBLA. PLANO POLITICO, PLANO ECONOMICO, PLANO ECESIATICO. OS EV IN,EM PUEBLA. DISCURSO TEOLOGICO COMO EXPRESSAO DO ATOR POLITICO EM MEDELLIN, EM PUEBLA. AVALIACAO DO DISCURSO. A QUALIDADE DO DISCURSO: EM MEDELLIN, EM PUEBLA. AS CONSEQUENCIAS POLITICAS, DE MEDELLIM, DE PUEBL A."
1989,53001010025P6,UNB,UNIVERSIDADE DE BRASÍLIA,RELACOES INTERNACIONAIS,CIÊNCIAS HUMANAS,POLÍTICA INTERNACIONAL,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,REINER PUNGS,A INDUSTRIA DE ARMAMENTO E POLITICA EXTERNA BRASILEIRA,Mestrado,"POLITICA EXTERNA, INDUSTRIA BELICA,MARMAMENTOS.","O OBJETIVO DESTE ESTUDO, E O DE ANALISAR O DESENVOLVIMENTO DA INDUSTRIA BELICA NO BRASIL, OBSERVANDO A SUA CRIACAO PROPRIAMENTE DITA, ATE O PRESENTE MOMENTO, VISANDO ESTABELECER UMA CORRELACAO ENTRE A POLITICA EXTERNA BRASILEIRA PRINCIPALMENTE PELA ATUACAO DO ITAMARATY E O MERCADO DE ARMAMENTO INTERNACIONAL; CONTRIBUINDO PARA MELHORA DO BALANCO DE PAGAMENTOS E, POSSIVELMENTE COM A ECONOMIA COMO UM TODO. PARADOXO, AO QUAL NAO SE PODE FUGIR, E: COMO CONSILIAR UMA POLITICA EXTERNA VISANDOA PAZ E O DESARMAMENTO MUNDIAL, COM A NECESSIDADE DE AUMENTAR AS SUAS EXPORTACOES PARA PODER HONRAR SEUS COMPROMISSOS INTERNACIONAIS E REALI INTERLIGAR OS PRINCIPIOS GERAIS DA POLITICA EXTERNA COM O DESENVOLVIMENTO ECONOMICO DA INDUSTRIA DE ARMAMENTOS. ANALISANDO ESTES ASPECTOS, SEREMOS CONFRONTADOS COM A EXISTENCIA OU NAO DE UMA ESTRATYEGIA DE ATUA CAO, NA PRODUCAO E VENDA DE ARMAMENTOS, RELACIONADOS A FORMULACAO DE UMA POLITICA EXTERNA. NESTE ESTUDO NAO SERA DISCUTIDA A QUESTAO DO ARMAMENTO NUCLEAR. PRIMEIRAMENTE PORQUE O BRASIL NAO PRODUZ ARMAMENTO DEST E TIPO. SEGUNDO, PORQUE O ESTUDO DE ARMAMENTO NUCLEAR E MUITO VASTO E SERIA RAZAO PARA UMA OUTRA DISSERTACAO."
